Tabela;Campo;Elemento dados;Tipo dados;Compri;Casas decimais;Descrição Breve;Grupo;unity_catalog_path;business_name;table_description
MARA;RAUBE;;STRING;;;SAP technical field (RAUBE). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Raube;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;RBNRM;;STRING;;;SAP technical field (RBNRM). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Rbnrm;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;RDMHD;;STRING;;;SAP technical field (RDMHD). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Rdmhd;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;RETDELC;;STRING;;;SAP technical field (RETDELC). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Retdelc;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;RMATP;;STRING;;;SAP technical field (RMATP). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Rmatp;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;SAISJ;;STRING;;;SAP technical field (SAISJ). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Saisj;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;SAISO;;STRING;;;SAP technical field (SAISO). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Saiso;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;SAITY;;STRING;;;SAP technical field (SAITY). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Saity;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;SATNR;;STRING;;;SAP technical field (SATNR). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Satnr;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;SERIAL;;STRING;;;SAP technical field (SERIAL). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Serial;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;SERLV;;STRING;;;SAP technical field (SERLV). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Serlv;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;SIZE1;;STRING;;;SAP technical field (SIZE1). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Size1;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;SIZE1_ATINN;;STRING;;;SAP technical field (SIZE1_ATINN). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Size1 Atinn;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;SIZE2;;STRING;;;SAP technical field (SIZE2). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Size2;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;SIZE2_ATINN;;STRING;;;SAP technical field (SIZE2_ATINN). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Size2 Atinn;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;SLED_BBD;;STRING;;;SAP technical field (SLED_BBD). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Sled Bbd;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;SPART;;STRING;;;Division to which this material is assigned for SD purposes.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Division;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;SPROF;;STRING;;;SAP technical field (SPROF). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Sprof;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;STFAK;;INT;;;Number of handling units that can be stacked on top of each other.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Stack Factor;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;STOFF;;STRING;;;SAP technical field (STOFF). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Stoff;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;TAKLV;;STRING;;;SAP technical field (TAKLV). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Taklv;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;TARE_VAR;;STRING;;;SAP technical field (TARE_VAR). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Tare Var;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;TEMPB;;STRING;;;Temperature category for storage and transport of temperature-sensitive goods.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Temperature Category;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;TEXTILE_COMP_IND;;STRING;;;SAP technical field (TEXTILE_COMP_IND). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Textile Comp Ind;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;TRAGR;;STRING;;;Transportation group of the material, used for route determination.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Transportation Group;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;TS_LOAD;;TIMESTAMP;;;UTC timestamp when the record was last loaded into the Data Lake (Bronze layer). Used for incremental control.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Load Timestamp;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;VABME;;STRING;;;SAP technical field (VABME). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Vabme;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;VHART;;STRING;;;Packaging material type code (for packaging materials only).;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Packaging Material Type;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;VOLEH;;STRING;;;Unit for volume fields (e.g. L, M3, GAL).;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Volume Unit;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;VOLTO;;DOUBLE;;;SAP technical field (VOLTO). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Volto;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;VOLUM;;DOUBLE;;;Volume of the goods in the delivery item, in volume unit VOLEH.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Volume;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;VPREH;;DOUBLE;;;SAP technical field (VPREH). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Vpreh;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;VPSTA;;STRING;;;SAP technical field (VPSTA). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Vpsta;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;VSO_R_BOT_IND;;STRING;;;SAP technical field (VSO_R_BOT_IND). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Vso R Bot Ind;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;VSO_R_KZGVH_IND;;STRING;;;SAP technical field (VSO_R_KZGVH_IND). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Vso R Kzgvh Ind;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;VSO_R_NO_P_GVH;;STRING;;;SAP technical field (VSO_R_NO_P_GVH). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Vso R No P Gvh;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;VSO_R_PAL_B_HT;;DOUBLE;;;SAP technical field (VSO_R_PAL_B_HT). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Vso R Pal B Ht;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;VSO_R_PAL_IND;;STRING;;;SAP technical field (VSO_R_PAL_IND). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Vso R Pal Ind;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;VSO_R_PAL_MIN_H;;DOUBLE;;;SAP technical field (VSO_R_PAL_MIN_H). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Vso R Pal Min H;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;VSO_R_PAL_OVR_D;;DOUBLE;;;SAP technical field (VSO_R_PAL_OVR_D). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Vso R Pal Ovr D;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;VSO_R_PAL_OVR_W;;DOUBLE;;;SAP technical field (VSO_R_PAL_OVR_W). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Vso R Pal Ovr W;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;VSO_R_QUAN_UNIT;;STRING;;;SAP technical field (VSO_R_QUAN_UNIT). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Vso R Quan Unit;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;VSO_R_STACK_IND;;STRING;;;SAP technical field (VSO_R_STACK_IND). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Vso R Stack Ind;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;VSO_R_STACK_NO;;STRING;;;SAP technical field (VSO_R_STACK_NO). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Vso R Stack No;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;VSO_R_TILT_IND;;STRING;;;SAP technical field (VSO_R_TILT_IND). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Vso R Tilt Ind;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;VSO_R_TOL_B_HT;;DOUBLE;;;SAP technical field (VSO_R_TOL_B_HT). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Vso R Tol B Ht;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;VSO_R_TOP_IND;;STRING;;;SAP technical field (VSO_R_TOP_IND). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Vso R Top Ind;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;WEORA;;STRING;;;Goods-Receipt-Based Invoice Verification indicator. 'X'=invoices must reference a specific GR.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;GR-Based IR;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;WESCH;;DOUBLE;;;SAP technical field (WESCH). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Wesch;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;WHMATGR;;STRING;;;SAP technical field (WHMATGR). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Whmatgr;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;WHSTC;;STRING;;;SAP technical field (WHSTC). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Whstc;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;WRKST;;STRING;;;Basic material or raw material composition description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Basic Material;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;XCHPF;;STRING;;;SAP technical field (XCHPF). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Xchpf;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;XGCHP;;STRING;;;SAP technical field (XGCHP). Consult SE11 ABAP Data Dictionary for full description.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Xgchp;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;YEAR;;INT;;;Partition year (integer). Part of the Delta Lake partition scheme: YEAR/MONTH/DAY.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Year;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;ZEIAR;;STRING;;;Customer-specific SAP field (ZEIAR). Customer-specific extension. Consult data dictionary for meaning.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Zeiar;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;ZEIFO;;STRING;;;Customer-specific SAP field (ZEIFO). Customer-specific extension. Consult data dictionary for meaning.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Zeifo;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;ZEINR;;STRING;;;Engineering drawing number associated with the material.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Drawing Number;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
MARA;ZEIVR;;STRING;;;Customer-specific SAP field (ZEIVR). Customer-specific extension. Consult data dictionary for meaning.;;prd_r2p.db_prep_r2p_sap_rp0.tb_mara;Zeivr;Material Master General Data (MM). Central material master record with data valid across all plants and sales areas.
OIGSI;CHA_DATE;;STRING;;;SAP technical field (CHA_DATE). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_oigsi;Cha Date;Oil & Gas Shipment Interface (Industry Extension). Links SAP deliveries to external transportation orders. Join to LIKP via doc_number = likp.vbeln. UC coverage is sparse for recent records.
OIGSI;CHA_NAME;;STRING;;;SAP technical field (CHA_NAME). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_oigsi;Cha Name;Oil & Gas Shipment Interface (Industry Extension). Links SAP deliveries to external transportation orders. Join to LIKP via doc_number = likp.vbeln. UC coverage is sparse for recent records.
OIGSI;CHA_TIME;;STRING;;;SAP technical field (CHA_TIME). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_oigsi;Cha Time;Oil & Gas Shipment Interface (Industry Extension). Links SAP deliveries to external transportation orders. Join to LIKP via doc_number = likp.vbeln. UC coverage is sparse for recent records.
OIGSI;CLIENT;;STRING;;;SAP technical field (CLIENT). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_oigsi;Client;Oil & Gas Shipment Interface (Industry Extension). Links SAP deliveries to external transportation orders. Join to LIKP via doc_number = likp.vbeln. UC coverage is sparse for recent records.
OIGSI;CONT_DG;;STRING;;;Indicator that this item contains dangerous goods ('X'=Yes).;;prd_o2c.db_prep_o2c_sap_rp0.tb_oigsi;Dangerous Goods Flag;Oil & Gas Shipment Interface (Industry Extension). Links SAP deliveries to external transportation orders. Join to LIKP via doc_number = likp.vbeln. UC coverage is sparse for recent records.
OIGSI;CRE_DATE;;STRING;;;SAP technical field (CRE_DATE). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_oigsi;Cre Date;Oil & Gas Shipment Interface (Industry Extension). Links SAP deliveries to external transportation orders. Join to LIKP via doc_number = likp.vbeln. UC coverage is sparse for recent records.
OIGSI;CRE_NAME;;STRING;;;SAP technical field (CRE_NAME). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_oigsi;Cre Name;Oil & Gas Shipment Interface (Industry Extension). Links SAP deliveries to external transportation orders. Join to LIKP via doc_number = likp.vbeln. UC coverage is sparse for recent records.
OIGSI;CRE_TIME;;STRING;;;SAP technical field (CRE_TIME). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_oigsi;Cre Time;Oil & Gas Shipment Interface (Industry Extension). Links SAP deliveries to external transportation orders. Join to LIKP via doc_number = likp.vbeln. UC coverage is sparse for recent records.
OIGSI;DAY;;INT;;;Partition day (integer). Part of the Delta Lake partition scheme: YEAR/MONTH/DAY.;;prd_o2c.db_prep_o2c_sap_rp0.tb_oigsi;Day;Oil & Gas Shipment Interface (Industry Extension). Links SAP deliveries to external transportation orders. Join to LIKP via doc_number = likp.vbeln. UC coverage is sparse for recent records.
OIGSI;DISCH_INDI;;STRING;;;SAP technical field (DISCH_INDI). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_oigsi;Disch Indi;Oil & Gas Shipment Interface (Industry Extension). Links SAP deliveries to external transportation orders. Join to LIKP via doc_number = likp.vbeln. UC coverage is sparse for recent records.
OIGSI;DOC_NUMBER;;STRING;;;SAP delivery document number linked to this shipment record. Join key: doc_number = likp.vbeln.;;prd_o2c.db_prep_o2c_sap_rp0.tb_oigsi;Delivery Document;Oil & Gas Shipment Interface (Industry Extension). Links SAP deliveries to external transportation orders. Join to LIKP via doc_number = likp.vbeln. UC coverage is sparse for recent records.
OIGSI;DOC_SEQ;;STRING;;;SAP technical field (DOC_SEQ). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_oigsi;Doc Seq;Oil & Gas Shipment Interface (Industry Extension). Links SAP deliveries to external transportation orders. Join to LIKP via doc_number = likp.vbeln. UC coverage is sparse for recent records.
OIGSI;DOC_TYP;;STRING;;;Document type in the oil & gas interface. Value 'J' indicates delivery documents in Unity Catalog.;;prd_o2c.db_prep_o2c_sap_rp0.tb_oigsi;Document Type (OIG);Oil & Gas Shipment Interface (Industry Extension). Links SAP deliveries to external transportation orders. Join to LIKP via doc_number = likp.vbeln. UC coverage is sparse for recent records.
OIGSI;LOAD_INDI;;STRING;;;SAP technical field (LOAD_INDI). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_oigsi;Load Indi;Oil & Gas Shipment Interface (Industry Extension). Links SAP deliveries to external transportation orders. Join to LIKP via doc_number = likp.vbeln. UC coverage is sparse for recent records.
OIGSI;LONGTEXT;;STRING;;;SAP technical field (LONGTEXT). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_oigsi;Longtext;Oil & Gas Shipment Interface (Industry Extension). Links SAP deliveries to external transportation orders. Join to LIKP via doc_number = likp.vbeln. UC coverage is sparse for recent records.
OIGSI;MONTH;;INT;;;Partition month (integer). Part of the Delta Lake partition scheme: YEAR/MONTH/DAY.;;prd_o2c.db_prep_o2c_sap_rp0.tb_oigsi;Month;Oil & Gas Shipment Interface (Industry Extension). Links SAP deliveries to external transportation orders. Join to LIKP via doc_number = likp.vbeln. UC coverage is sparse for recent records.
OIGSI;OIG_GLPOD;;STRING;;;SAP technical field (OIG_GLPOD). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_oigsi;Oig Glpod;Oil & Gas Shipment Interface (Industry Extension). Links SAP deliveries to external transportation orders. Join to LIKP via doc_number = likp.vbeln. UC coverage is sparse for recent records.
OIGSI;OIG_SSTSFP;;STRING;;;Current status of the shipment in the OIG interface. UC column name (renamed from OIG_SSTSF in original SAP).;;prd_o2c.db_prep_o2c_sap_rp0.tb_oigsi;Shipment Status Flag;Oil & Gas Shipment Interface (Industry Extension). Links SAP deliveries to external transportation orders. Join to LIKP via doc_number = likp.vbeln. UC coverage is sparse for recent records.
OIGSI;SHITEM;;STRING;;;SAP technical field (SHITEM). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_oigsi;Shitem;Oil & Gas Shipment Interface (Industry Extension). Links SAP deliveries to external transportation orders. Join to LIKP via doc_number = likp.vbeln. UC coverage is sparse for recent records.
OIGSI;SHNUMBER;;STRING;;;External shipment order number from the oil & gas transport interface.;;prd_o2c.db_prep_o2c_sap_rp0.tb_oigsi;Shipment Number (OIG);Oil & Gas Shipment Interface (Industry Extension). Links SAP deliveries to external transportation orders. Join to LIKP via doc_number = likp.vbeln. UC coverage is sparse for recent records.
OIGSI;TCODE;;STRING;;;SAP transaction code under which the record was created or last changed (e.g. VA01, ME21N).;;prd_o2c.db_prep_o2c_sap_rp0.tb_oigsi;Transaction Code;Oil & Gas Shipment Interface (Industry Extension). Links SAP deliveries to external transportation orders. Join to LIKP via doc_number = likp.vbeln. UC coverage is sparse for recent records.
OIGSI;TS_LOAD;;TIMESTAMP;;;UTC timestamp when the record was last loaded into the Data Lake (Bronze layer). Used for incremental control.;;prd_o2c.db_prep_o2c_sap_rp0.tb_oigsi;Load Timestamp;Oil & Gas Shipment Interface (Industry Extension). Links SAP deliveries to external transportation orders. Join to LIKP via doc_number = likp.vbeln. UC coverage is sparse for recent records.
OIGSI;VGTYP;;STRING;;;Document category of the predecessor document in the SD flow.;;prd_o2c.db_prep_o2c_sap_rp0.tb_oigsi;Predecessor Doc Category;Oil & Gas Shipment Interface (Industry Extension). Links SAP deliveries to external transportation orders. Join to LIKP via doc_number = likp.vbeln. UC coverage is sparse for recent records.
OIGSI;YEAR;;INT;;;Partition year (integer). Part of the Delta Lake partition scheme: YEAR/MONTH/DAY.;;prd_o2c.db_prep_o2c_sap_rp0.tb_oigsi;Year;Oil & Gas Shipment Interface (Industry Extension). Links SAP deliveries to external transportation orders. Join to LIKP via doc_number = likp.vbeln. UC coverage is sparse for recent records.
PA0001;ABKRS;;STRING;;;Payroll area code. Groups employees for payroll processing runs.;;prd_h2l.db_prep_h2l_sap_ep0.tb_pa0001;Payroll Area;HR Infotype 0001 - Organizational Assignment (HR). One record per employee validity period. Defines org unit, position, cost center. UC uses ENAME instead of VORNA+NACHN.
PA0001;AEDTM;;STRING;;;Date the infotype record was last changed.;;prd_h2l.db_prep_h2l_sap_ep0.tb_pa0001;Last Changed Date;HR Infotype 0001 - Organizational Assignment (HR). One record per employee validity period. Defines org unit, position, cost center. UC uses ENAME instead of VORNA+NACHN.
PA0001;ANSVH;;STRING;;;Employment percentage (100.00 = full-time).;;prd_h2l.db_prep_h2l_sap_ep0.tb_pa0001;Employment Percentage;HR Infotype 0001 - Organizational Assignment (HR). One record per employee validity period. Defines org unit, position, cost center. UC uses ENAME instead of VORNA+NACHN.
PA0001;BEGDA;;STRING;;;Start date of the infotype record validity period (YYYYMMDD).;;prd_h2l.db_prep_h2l_sap_ep0.tb_pa0001;Valid From Date;HR Infotype 0001 - Organizational Assignment (HR). One record per employee validity period. Defines org unit, position, cost center. UC uses ENAME instead of VORNA+NACHN.
PA0001;BTRTL;;STRING;;;Personnel subarea within the company code. Used for payroll and HR processing.;;prd_h2l.db_prep_h2l_sap_ep0.tb_pa0001;Personnel Subarea;HR Infotype 0001 - Organizational Assignment (HR). One record per employee validity period. Defines org unit, position, cost center. UC uses ENAME instead of VORNA+NACHN.
PA0001;BUDGET_PD;;STRING;;;Budget period for public sector budget management.;;prd_h2l.db_prep_h2l_sap_ep0.tb_pa0001;Budget Period;HR Infotype 0001 - Organizational Assignment (HR). One record per employee validity period. Defines org unit, position, cost center. UC uses ENAME instead of VORNA+NACHN.
PA0001;BUKRS;;STRING;;;Legal entity / company code (4-char). Links to T001. All FI documents are posted under a company code.;;prd_h2l.db_prep_h2l_sap_ep0.tb_pa0001;Company Code;HR Infotype 0001 - Organizational Assignment (HR). One record per employee validity period. Defines org unit, position, cost center. UC uses ENAME instead of VORNA+NACHN.
PA0001;DAY;;INT;;;Partition day (integer). Part of the Delta Lake partition scheme: YEAR/MONTH/DAY.;;prd_h2l.db_prep_h2l_sap_ep0.tb_pa0001;Day;HR Infotype 0001 - Organizational Assignment (HR). One record per employee validity period. Defines org unit, position, cost center. UC uses ENAME instead of VORNA+NACHN.
PA0001;ENAME;;STRING;;;"Pre-concatenated full name of the employee (UC-specific column; replaces VORNA+NACHN from original SAP).";;prd_h2l.db_prep_h2l_sap_ep0.tb_pa0001;Employee Full Name;HR Infotype 0001 - Organizational Assignment (HR). One record per employee validity period. Defines org unit, position, cost center. UC uses ENAME instead of VORNA+NACHN.
PA0001;ENDDA;;STRING;;;End date of the infotype record validity period (YYYYMMDD). '99991231' means open-ended.;;prd_h2l.db_prep_h2l_sap_ep0.tb_pa0001;Valid To Date;HR Infotype 0001 - Organizational Assignment (HR). One record per employee validity period. Defines org unit, position, cost center. UC uses ENAME instead of VORNA+NACHN.
PA0001;FISTL;;STRING;;;Funds center for public sector budget management.;;prd_h2l.db_prep_h2l_sap_ep0.tb_pa0001;Funds Center;HR Infotype 0001 - Organizational Assignment (HR). One record per employee validity period. Defines org unit, position, cost center. UC uses ENAME instead of VORNA+NACHN.
PA0001;FKBER;;STRING;;;Functional area code for governmental/public sector reporting.;;prd_h2l.db_prep_h2l_sap_ep0.tb_pa0001;Functional Area;HR Infotype 0001 - Organizational Assignment (HR). One record per employee validity period. Defines org unit, position, cost center. UC uses ENAME instead of VORNA+NACHN.
PA0001;FLAG1;;STRING;;;Custom flag 1. Check with HR team for business meaning in Company context.;;prd_h2l.db_prep_h2l_sap_ep0.tb_pa0001;Flag 1;HR Infotype 0001 - Organizational Assignment (HR). One record per employee validity period. Defines org unit, position, cost center. UC uses ENAME instead of VORNA+NACHN.
PA0001;FLAG2;;STRING;;;Custom flag 2.;;prd_h2l.db_prep_h2l_sap_ep0.tb_pa0001;Flag 2;HR Infotype 0001 - Organizational Assignment (HR). One record per employee validity period. Defines org unit, position, cost center. UC uses ENAME instead of VORNA+NACHN.
PA0001;FLAG3;;STRING;;;Custom flag 3.;;prd_h2l.db_prep_h2l_sap_ep0.tb_pa0001;Flag 3;HR Infotype 0001 - Organizational Assignment (HR). One record per employee validity period. Defines org unit, position, cost center. UC uses ENAME instead of VORNA+NACHN.
PA0001;FLAG4;;STRING;;;Custom flag 4.;;prd_h2l.db_prep_h2l_sap_ep0.tb_pa0001;Flag 4;HR Infotype 0001 - Organizational Assignment (HR). One record per employee validity period. Defines org unit, position, cost center. UC uses ENAME instead of VORNA+NACHN.
PA0001;GEBER;;STRING;;;Fund code for public sector budget tracking.;;prd_h2l.db_prep_h2l_sap_ep0.tb_pa0001;Fund;HR Infotype 0001 - Organizational Assignment (HR). One record per employee validity period. Defines org unit, position, cost center. UC uses ENAME instead of VORNA+NACHN.
